2450911|46513|2887|85643|1592501|4159|46664|3188|1308684|1449|44567|1|11|2|2|12|55|1|21.25|0.85|22.10|94.74|2.39|17.21|0.20|3.84|97.98|
2450966|71731|15134|29127|1346606|6038|14270|16897|1493518|3358|16445|1|92|12|4|29|56|4|6.04|0.06|6.10|23.32|260.68|2.53|0.42|3.09|284.06|
2450927|44105|11264|42732|677128|5571|31567|25757|1779943|862|23028|2|34|5|1|20|57|34|3039.60|60.79|3100.39|61.21|719.78|1215.84|291.80|1531.96|841.78|
2450926|15203|13765|42732|677128|5571|31567|66948|89333|5045|23957|2|85|6|3|5|57|21|82.95|4.14|87.09|57.08|62.16|47.28|15.33|20.34|123.38|
2451022|45152|10760|31940|1030863|6139|11062|36177|42517|4863|6762|2|92|20|1|12|58|37|509.86|0.00|509.86|78.85|963.11|163.15|41.60|305.11|1041.96|
2450890|69632|17647|363|683276|4942|29055|46719|1594118|4137|26203|4|30|20|1|10|62|14|346.64|10.39|357.03|95.78|186.20|336.24|6.13|4.27|292.37|
2451025|37030|352|363|683276|4942|29055|96393|1322943|2774|37452|4|47|19|5|3|62|11|126.94|0.00|126.94|71.55|112.75|49.50|56.53|20.91|184.30|
2450900|69296|782|363|683276|4942|29055|20799|1828157|6005|49453|4|44|3|1|14|62|33|218.79|17.50|236.29|23.13|464.64|94.07|115.98|8.74|505.27|
2450844|46270|985|84758|1148029|2853|18124|98919|1126300|3007|31314|4|5|2|4|1|63|54|2701.08|162.06|2863.14|3.08|2132.46|594.23|1896.16|210.69|2297.60|
2450967|37706|9398|84758|1148029|2853|18124|50122|1718117|3509|45748|4|105|5|4|8|63|8|171.20|6.84|178.04|83.12|29.52|20.54|58.75|91.91|119.48|
2450968|42160|1255|55621|1225267|960|15053|62750|1014769|971|38373|1|93|19|1|28|64|11|434.17|26.05|460.22|55.21|248.05|347.33|86.84|0.00|329.31|
2450905|54924|242|6336|785982|3228|32874|55856|1134477|4252|47980|4|78|18|3|26|66|3|181.65|9.08|190.73|98.27|0.00|56.31|82.72|42.62|107.35|
2450916|19990|3325|6336|785982|3228|32874|41131|1110002|2615|24075|4|64|8|1|16|66|23|458.85|36.70|495.55|35.46|305.90|293.66|165.19|0.00|378.06|
2450900|68157|14866|47214|1227752|1090|17181|48436|1862046|4849|5205|2|102|13|1|27|67|42|7.14|0.57|7.71|30.38|3.78|2.07|1.41|3.66|34.73|
2450929|17521|8614|47214|1227752|1090|17181|83304|1378959|4311|2910|2|63|13|2|26|67|39|721.11|64.89|786.00|45.74|484.38|7.21|35.69|678.21|595.01|
2450994|60949|4375|47214|1227752|1090|17181|99612|1195468|3695|45522|2|17|10|2|9|67|28|182.00|12.74|194.74|11.87|49.28|127.40|3.27|51.33|73.89|
2450888|27281|14731|84907|163011|3515|44819|66807|15782|1929|45629|2|79|3|3|15|68|14|732.90|0.00|732.90|24.07|586.32|622.96|107.74|2.20|610.39|
2451013|72342|12235|78376|1694169|6315|23708|60985|398527|5033|3092|4|42|10|1|2|71|18|547.02|38.29|585.31|58.57|40.14|54.70|443.08|49.24|137.00|
2450969|20519|926|94024|589162|653|20144|58744|1117994|786|29531|1|1|13|3|33|73|64|2634.24|210.73|2844.97|91.85|1114.24|2370.81|134.34|129.09|1416.82|
2450919|86370|5200|23448|1738817|4139|42661|37880|698232|4263|1494|2|48|14|5|33|74|5|125.20|10.01|135.21|23.50|262.90|1.25|97.92|26.03|296.41|
2450917|4395|8540|99543|1096330|7070|45457|77572|900814|578|7542|2|76|7|1|25|75|3|101.04|4.04|105.08|46.13|74.91|83.86|6.35|10.83|125.08|
2450964|60432|13642|99543|1096330|7070|45457|42637|1169478|2888|44651|2|48|14|2|27|75|2|117.34|9.38|126.72|89.84|50.88|28.16|8.91|80.27|150.10|
2450891|43293|10210|77674|1087861|448|24635|99074|1540251|1673|3448|1|80|20|5|2|77|3|20.61|0.82|21.43|44.76|18.42|18.34|1.43|0.84|64.00|
2450946|82263|478|77674|||24635|||6513||1|89|||35|77|10|839.90|50.39|||425.70|||196.55||
2450902|62016|6748|77674|1087861|448|24635|17247|1603603|380|10757|1|39|15|2|9|77|36|197.28|9.86|207.14|39.53|146.52|71.02|47.97|78.29|195.91|
2450933|34973|6506|31641|1516877|960|44596|49008|1059029|5992|46108|4|44|3|1|2|80|40|3567.60|0.00|3567.60|96.68|2583.60|3103.81|398.85|64.94|2680.28|
2450874|73899|11869|31641|1516877|960|44596|28063|1206262|2807|29752|4|63|7|2|22|80|52|2883.40|0.00|2883.40|55.61|1086.80|634.34|787.17|1461.89|1142.41|
2450931|54159|10453|44942|1441792|4242|13139|93208|109514|3643|44619|1|32|13|2|23|83|2|129.04|5.16|134.20|98.47|52.36|43.87|44.28|40.89|155.99|
2450992|34791|16831|44942|1441792|4242|13139|66137|1385649|6797|39192|1|97|3|1|16|83|12|406.92|28.48|435.40|81.31|197.64|236.01|111.09|59.82|307.43|
2450975|51666|14752|82224|47350|5629|3508|75515|274687|2921|6755|4|55|4|5|9|86|17|1077.29|43.09|1120.38|11.03|1179.97|441.68|603.82|31.79|1234.09|
2450862|82535|10946|82224|47350|5629|3508|73133|1494396|7123|45403|4|25|17|4|19|86|70|5176.50|207.06|5383.56|45.50|1293.60|5072.97|92.14|11.39|1546.16|
2450978|76680|11173|82224|47350|5629|3508|15617|398869|6573|22277|4|16|2|1|28|86|4|623.60|24.94|648.54|12.61|95.24|56.12|380.21|187.27|132.79|
2451022|73402|8354|45977|1492959|5894|36829|49464|1002026|1035|31997|2|67|17|1|30|89|15|763.80|0.00|763.80|4.63|361.80|114.57|253.19|396.04|366.43|
2450950|48909|8245|95024|552511|1551|29838|45912|1698770|416|8462|4|84|7|3|4|92|72|5989.68|539.07|6528.75|69.34|5682.24|1497.42|4402.41|89.85|6290.65|
2450822|76961|17521|95024|552511|1551|29838|95397|1886218|6642|8219|4|81|17|4|21|92|3|159.63|7.98|167.61|75.26|32.46|0.00|1.59|158.04|115.70|
2451025|38828|1544|57204|1098811|5665|18872|57204|1098811|1191|18872|4|77|10|3|16|93|11|648.56|38.91|687.47|70.54|108.02|142.68|318.70|187.18|217.47|
2451028|40911|16708|80093|1871653|1166|23126|55834|469308|147|48633|1|13|11|5|26|95|54|3159.00|31.59|3190.59|1.50|519.48|1200.42|1468.93|489.65|552.57|
2450977|31416|8476|69951|1504890|3382|48721|69951|1504890|429|48721|4|107|11|3|27|97|33|0.00|0.00|0.00|83.44|2611.62|0.00|0.00|0.00|2695.06|
2450995|61592|12518|38659|400535|811|21887|768|714707|1762|417|2|89|15|5|33|99|15|91.65|2.74|94.39|68.20|40.80|52.24|24.82|14.59|111.74|
2450878|69684|13334|38659|400535|811|21887|35553|1079964|6880|10596|2|91|4|5|11|99|26|48.10|1.44|49.54|6.32|214.24|23.56|1.47|23.07|222.00|
2450981|48520|11029|69651|896753|655|47357|31147|609116|985|11701|1|10|15|4|13|100|13|352.69|14.10|366.79|52.43|4.29|193.97|80.94|77.78|70.82|
2450931|36885|9385|53623|351944|218|30139|20172|1026902|1465|22075|4|36|11|1|19|101|21|119.49|0.00|119.49|72.97|2033.01|46.60|69.24|3.65|2105.98|
2450986|3015|7489|53623|351944|218|30139|86469|1395145|4004|29216|4|54|12|4|33|101|10|290.10|17.40|307.50|90.31|77.30|168.25|52.39|69.46|185.01|
2450941|66374|12769|9410|698752|4094|17836|8924|615789|900|35164|1|33|10|4|10|102|33|1898.82|151.90|2050.72|94.21|976.47|1253.22|464.83|180.77|1222.58|
2450891|4412|2036|9410|698752|4094|17836|9410|698752|881|17836|1|26|14|4|19|102|1|10.39|0.41|10.80|49.12|14.84|10.39|0.00|0.00|64.37|
2450836|29430|17198|80111|1835190|5916|46195|81957|1480884|1910|24936|1|106|14|2|28|103|9|61.11|3.66|64.77|74.43|48.87|8.55|33.63|18.93|126.96|
2450889|62646|6896|44648|421422|6643|4217|89102|175256|5750|31044|1|84|6|5|4|104|26|70.46|4.22|74.68|4.70|264.94|56.36|2.96|11.14|273.86|
2450876|36699|16612|44648|421422|6643|4217|32261|1383491|1012|20133|1|20|9|5|9|104|5|5.30|0.05|5.35|39.83|39.80|4.45|0.84|0.01|79.68|
2450898|23430|4663|53007|621140|4826|2959|10210|248712|4060|47808|4|24|12|5|23|105|12|1153.32|92.26|1245.58|89.75|29.52|542.06|48.90|562.36|211.53|
2450853|77970|1651|95481|663720|3159|18551|35438|519045|5508|23171|2|21|20|3|16|107|21|1340.22|26.80|1367.02|64.34|1235.01|1018.56|192.99|128.67|1326.15|
2450946|59967|6583|52770|285795|5220|16645|99902|92062|5189|29916|4|18|17|2|4|108|42|776.16|69.85|846.01|58.69|161.70|69.85|289.58|416.73|290.24|
2450956|73597|8701|24615|947475|288|31148|14782|17546|4351|36709|1|3|10|3|28|109|35|6849.15|273.96|7123.11|21.77|3311.70|4040.99|673.95|2134.21|3607.43|
2450888|72030|1822|48450|1173022|2394|37366|22518|458253|950|20847|4|51|18|3|25|110|50|403.00|32.24|435.24|81.15|76.00|120.90|104.37|177.73|189.39|
2450945|71329|12322|48450|1173022|2394|37366|22518|1494517|158|8199|4|58|2|3|24|110|11|840.40|58.82|899.22|69.08|336.16|344.56|476.00|19.84|464.06|
2450994|27412|6319|71121|1030555|7142|33376|71121|1030555|4570|33376|2|13|16|4|34|111|30|539.10|37.73|576.83|98.54|183.00|285.72|15.20|238.18|319.27|
2450952|30227|6901|40439|1182114|2636|5511|40439|1182114|6027|5511|1|3|19|2|35|112|3|74.28|2.22|76.50|60.26|53.28|33.42|9.39|31.47|115.76|
2450958|57471|13598|15288|1495357|3426|47942|55885|1340537|2164|12591|2|21|5|2|7|113|14|322.84|3.22|326.06|80.22|52.92|25.82|38.61|258.41|136.36|
2450991|16966|4340|52964|1699458|1599|35293|3738|861001|3466|43931|2|47|19|4|14|114|17|396.78|23.80|420.58|6.18|44.03|111.09|28.56|257.13|74.01|
2450888|24260|2260|52964|1699458|1599|35293|54788|1171364|2815|10666|2|2|19|5|26|114|11|797.61|23.92|821.53|3.78|167.42|374.87|257.87|164.87|195.12|
2450955|53747|3364|92771|1405329|2687|29292|92126|680999|1221|43090|1|84|3|2|14|116|22|2207.70|0.00|2207.70|55.09|1590.82|1346.69|206.64|654.37|1645.91|
2450897|38527|4975|3116|829297|5878|28859|65|63942|3359|6823|4|16|8|2|16|118|16|38.24|1.14|39.38|21.50|79.68|30.97|4.87|2.40|102.32|
2450934|58120|13610|3116|829297|5878|28859|59876|765345|3294|21643|4|62|10|1|15|118|11|1182.06|47.28|1229.34|47.46|160.05|780.15|269.27|132.64|254.79|
2450930|61667|6085|60418|1185578|4338|15098|34439|508528|3664|35953|4|77|20|4|28|119|30|660.60|0.00|660.60|14.90|124.50|6.60|340.08|313.92|139.40|
2450925|34737|6079|60418|1185578|4338|15098|79385|1264795|509|31823|4|38|5|4|28|119|7|78.33|3.91|82.24|34.18|104.44|17.23|4.27|56.83|142.53|
2450959|24968|908|30925|1164796|5067|6938|93685|704329|213|37744|2|81|3|2|13|120|10|356.10|10.68|366.78|1.81|366.60|39.17|301.08|15.85|379.09|
2450902|84800|1153|48640|760948|6056|38364|30486|579178|4690|47402|2|25|18|5|12|121|1|85.66|1.71|87.37|30.15|35.69|45.39|18.12|22.15|67.55|
2450911|66979|10094|48640|760948|6056|38364|48640|760948|6947|38364|2|64|1|1|6|121|13|331.76|19.90|351.66|98.51|117.00|155.92|26.37|149.47|235.41|
2451011|44715|5428|57876|1264678|5880|49882|67|1311165|2364|23963|2|30|14|3|19|123|36|167.04|15.03|182.07|86.77|34.20|98.55|19.17|49.32|136.00|
2450992|28648|7819|57876|1264678|5880|49882|33190|1495722|5328|42534|2|51|12|3|4|123|37|7.77|0.23|8.00|7.10|51.06|0.54|3.75|3.48|58.39|
2451012|48386|11236|15744|1377262|2780|11498|13219|1645979|1982|34338|4|16|6|2|28|124|49|2446.57|24.46|2471.03|9.50|176.40|2348.70|34.25|63.62|210.36|
2450913|64496|7432|15744|1377262|2780|11498|15744|1377262|246|11498|4|3|14|1|28|124|1|1.69|0.00|1.69|89.97|5.09|0.62|0.42|0.65|95.06|
2450990|62613|10438|68170|1197355|5293|40831|68170|1197355|3127|40831|2|55|3|2|1|125|8|992.56|89.33|1081.89|11.20|620.32|754.34|161.98|76.24|720.85|
2450890|18755|17440|231|1339159|6887|39415|77319|976527|758|17436|2|94|16|4|30|126|53|6723.58|403.41|7126.99|46.01|4745.62|5177.15|1500.03|46.40|5195.04|
2450953|60580|4498|231|1339159|6887|39415|22582|535862|502|14695|2|86|8|3|16|126|29|5047.45|100.94|5148.39|91.85|1381.27|3684.63|1076.62|286.20|1574.06|
2451048|75092|13954|231|1339159|6887|39415|55234|1603543|4520|39144|2|2|15|2|6|126|7|56.70|3.40|60.10|22.48|83.51|3.96|35.33|17.41|109.39|
2451025|35663|11041|74038|992741|4597|22853|8674|1439824|2017|41810|4|54|15|3|6|128|15|1978.20|158.25|2136.45|88.88|694.95|118.69|595.04|1264.47|942.08|
2450864|59498|3892|74038|992741|4597|22853|70519|569236|599|46362|4|6|18|1|4|128|72|0.00|0.00|0.00|86.15|4844.16|0.00|0.00|0.00|4930.31|
2450864|67407|757|74038|992741|4597|22853|35140|558739|6736|38733|4|6|11|3|35|128|72|1302.48|52.09|1354.57|26.30|180.72|1094.08|122.95|85.45|259.11|
2450951|5307|11618|74038|992741|4597|22853|64998|1771302|4482|31262|4|16|15|5|35|128|56|8238.16|576.67|8814.83|81.96|3142.16|3130.50|1787.68|3319.98|3800.79|
2450945|46431|12283|59708|366991|227|37510|71758|865964|232|22500|2|105|4|2|15|130|11|370.48|18.52|389.00|39.92|211.75|62.98|209.10|98.40|270.19|
2450922|75326|9188|59708|366991|227|37510|26974|543054|4129|36004|2|78|2|2|7|130|20|1177.60|82.43|1260.03|16.62|836.20|459.26|172.40|545.94|935.25|
2450872|11494|11884|18036|422690|1391|4492|85963|499623|1072|36521|1|104|1|5|4|132|39|3530.67|0.00|3530.67|92.22|516.36|35.30|2796.29|699.08|608.58|
2450850|69105|9080|60796|1675763|683|40003|91608|1723136|3416|7696|4|42|16|4|29|134|41|118.49|7.10|125.59|65.64|672.40|17.77|69.49|31.23|745.14|
2450902|10749|17590|37695|192413|1978|31896|25597|1107166|6372|34778|4|30|9|5|31|135|27|0.00|0.00|0.00|33.96|2788.83|0.00|0.00|0.00|2822.79|
2450892|80932|11020|56896|970825|4401|4730|24596|1464350|4145|31493|1|51|11|4|24|136|11|838.75|16.77|855.52|91.08|31.02|402.60|252.96|183.19|138.87|
2450909|73156|6550|10000|1248263|5726|49189|10000|1248263|3201|49189|2|23|20|3|23|137|43|515.57|46.40|561.97|15.73|753.36|433.07|51.15|31.35|815.49|
2451010|41160|8122|23571|1153135|746|14710|81230|854596|4921|4046|4|43|7|2|27|139|6|83.10|3.32|86.42|54.43|144.66|39.88|11.23|31.99|202.41|
2450934|35772|10618|23571|1153135|746|14710|61624|110060|1963|31019|4|50|14|5|1|139|55|1103.30|99.29|1202.59|29.34|4514.95|518.55|52.62|532.13|4643.58|
2450929|51612|3583|55100|1141712|4771|28983|61188|1639824|2705|45186|1|4|2|3|24|140|13|159.38|0.00|159.38|15.59|107.51|100.40|43.64|15.34|123.10|
2450960|84159|3970|25767|1128606|2645|29084|57015|976299|4766|15233|1|30|8|5|19|141|2|9.44|0.37|9.81|91.24|1.76|5.75|0.95|2.74|93.37|
2451048|39612|15853|64193|1454158|3676|13594|23670|1214826|4787|15148|2|89|11|2|18|143|47|1610.69|48.32|1659.01|89.10|3097.77|1111.37|329.55|169.77|3235.19|
2450969|71165|8426|64193|1454158|3676|13594|64193|1454158|4913|13594|2|90|8|2|24|143|15|549.45|21.97|571.42|37.95|631.80|153.84|328.35|67.26|691.72|
2450903|26989|10945|64193|1454158|3676|13594|2299|78230|5110|22743|2|42|16|1|9|143|2|50.94|3.05|53.99|73.40|22.64|28.01|2.75|20.18|99.09|
2450950|35107|6172|82523|179338|5753|11768|27532|1462125|2375|41025|2|8|15|3|13|144|46|86.94|6.08|93.02|68.05|43.24|24.34|48.82|13.78|117.37|
2451003|75850|10430|82523|179338|5753|11768|97015|1490804|2120|13836|2|91|10|1|25|144|1|59.14|2.95|62.09|10.94|13.96|19.51|23.77|15.86|27.85|
2450918|40682|13360|8849|1789452|6055|24705|65126|1909658|1019|30333|2|43|15|4|25|145|64|3504.00|210.24|3714.24|31.00|3020.80|2137.44|95.65|1270.91|3262.04|
2450978|48565|17326|8849|1789452|6055|24705|61720|33080|3597|47314|2|94|19|1|28|145|7|383.67|3.83|387.50|3.37|133.84|72.89|93.23|217.55|141.04|
2451041|30719|6127|23362|1730166|4970|25774|31646|1684228|6579|34483|2|54|9|5|4|146|2|222.30|4.44|226.74|93.42|23.70|88.92|32.01|101.37|121.56|
2451008|29416|2918|85927|1791050|4173|24896|33086|1802309|2738|23167|4|30|7|1|3|147|50|663.50|19.90|683.40|69.57|632.50|119.43|500.54|43.53|721.97|
2450987|67405|9565|98227|1014475|7170|23018|47804|1500885|7142|24999|4|57|3|5|7|150|4|152.24|9.13|161.37|94.19|86.04|103.52|34.10|14.62|189.36|
2451047|36831|14612|98227|1014475|7170|23018|74102|1487588|7097|16959|4|66|5|4|6|150|4|204.08|10.20|214.28|87.35|40.32|55.10|89.38|59.60|137.87|
2450836|78294|12092|98227|1014475|7170|23018|57425|759563|33|32856|4|66|19|4|32|150|20|702.60|7.02|709.62|36.30|154.40|330.22|264.38|108.00|197.72|
2450943|31204|5944|63742|1759443|5897|30798|63742|1759443|2058|30798|4|85|14|3|27|151|34|143.82|7.19|151.01|91.33|342.04|25.88|28.30|89.64|440.56|
2450963|60642|5156|63742|1759443|5897|30798|97037|1274589|712|12082|4|66|18|1|24|151|23|236.21|9.44|245.65|30.29|28.75|9.44|167.80|58.97|68.48|
2450966|5468|17377|6138|1335450|7162|31674|25719|1437425|2444|49416|2|10|19|1|20|155|32|3060.16|122.40|3182.56|66.14|474.88|1254.66|956.91|848.59|663.42|
2450921|57107|4112|95770|1561127|4437|24194|80385|1558197|5788|26132|4|57|11|2|21|156|14|135.94|10.87|146.81|22.68|89.46|55.73|36.09|44.12|123.01|
2450907|75135|13564|24511|1114265|1972|42479|18120|276934|6276|37218|1|93|17|4|6|160|33|800.91|64.07|864.98|39.91|600.60|512.58|72.08|216.25|704.58|
2450975|78047|4093|24511|1114265|1972|42479|44427|413519|5371|33576|1|19|5|2|12|160|4|165.72|6.62|172.34|62.29|93.64|33.14|124.62|7.96|162.55|
2450942|15930|308|5043|613370|4450|16377|5043|613370|6839|16377|1|93|9|3|12|163|10|987.10|49.35|1036.45|4.79|438.70|651.48|234.93|100.69|492.84|
2450997|36437|12104|5043|613370|4450|16377|58629|1159580|1012|8091|1|16|14|3|5|163|25|1248.50|49.94|1298.44|14.52|1305.25|312.12|571.19|365.19|1369.71|
2451086|79749|1933|5043|613370|4450|16377|27690|1057798|405|19812|1|14|6|3|20|163|7|391.79|23.50|415.29|5.37|587.65|152.79|31.07|207.93|616.52|
2450899|54532|13060|66034|1091101|4968|12482|99430|576638|1343|38495|2|4|17|2|9|164|25|125.50|6.27|131.77|27.82|712.00|51.45|60.72|13.33|746.09|
2450980|61443|13906|66034|1091101|4968|12482|66034|1091101|4421|12482|2|15|17|1|15|164|27|1358.10|81.48|1439.58|69.16|98.55|923.50|126.03|308.57|249.19|
2450921|61665|9146|88367|768291|5368|38092|599|810399|5990|1534|2|12|20|1|20|165|19|357.58|17.87|375.45|82.37|790.40|35.75|12.87|308.96|890.64|
2450997|51020|4978|88367|768291|5368|38092|32096|916632|7086|1140|2|55|2|1|32|165|16|1297.92|64.89|1362.81|89.60|469.92|142.77|404.30|750.85|624.41|
2451010|71998|15448|97693|353845|6444|36196|78136|691497|3427|16557|4|28|14|4|24|168|3|7.68|0.53|8.21|39.11|14.73|3.76|3.68|0.24|54.37|
